domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
tomah.va.gov,3410,3410,3410,1,0,3410
tulsa.jobcorps.gov,3410,10230,1137,3,66.33167155,4547
usau.usmission.gov,3410,4547,2273,1.333431085,4.666568915,3410
usccr.gov,3410,5683,3410,1.666568915,4.666568915,3410
usdaadvantage.gsa.gov,3410,54559,1137,15.99970674,1085.971554,3410
usmint.com,3410,11366,2273,3.33313783,220.327566,2273
usoecd.usmission.gov,3410,4547,3410,1.333431085,73.66480938,3410
vetbiz.va.gov,3410,3410,3410,1,475.6542522,2273
veterans-in-blue.af.mil,3410,3410,3410,1,0,3410
wallawalla.va.gov,3410,3410,3410,1,4.33313783,3410
warren.af.mil,3410,5683,3410,1.666568915,94.66422287,3410
waterservices.usgs.gov,3410,15913,2273,4.666568915,350.3240469,2273
webwiser.nlm.nih.gov,3410,61378,4547,17.99941349,78.3313783,4547
wichita.va.gov,3410,12503,2273,3.666568915,69.3313783,3410
wmdcenter.ndu.edu,3410,3410,2273,1,0,3410
wv.ng.mil,3410,3410,3410,1,359.3237537,3410
www2.occ.treas.gov,3410,4547,3410,1.333431085,115.3302053,3410
www2.usgs.gov,3410,5683,3410,1.666568915,895.9765396,2273
zh-reg.usps.com,3410,6820,3410,2,92.33079179,3410
zh-store.usps.com,3410,5683,2273,1.666568915,64.66510264,3410
100samfrontendaltcomp.apps.prod-iae.bsp.gsa.gov,2273,7956,1137,3.500219974,13.00175979,2273
102iw.ang.af.mil,2273,2273,1137,1,0,2273
104fw.ang.af.mil,2273,9093,1137,4.000439947,315.5380554,2273
108thwing.ang.af.mil,2273,5683,2273,2.500219974,18.00219974,2273
109aw.ang.af.mil,2273,9093,2273,4.000439947,886.1064672,2273
122fw.ang.af.mil,2273,4547,2273,2.000439947,24.00307963,2273
142fw.ang.af.mil,2273,7956,3410,3.500219974,31.50373955,3410
15thmeu.marines.mil,2273,2273,1137,1,0,2273
164aw.ang.af.mil,2273,2273,1137,1,17.00219974,2273
176wg.ang.af.mil,2273,73881,2273,32.50373955,583.0699516,2273
2ndmarines.marines.mil,2273,12503,1137,5.500659921,59.50725913,2273
307bw.afrc.af.mil,2273,2273,2273,1,2.000439947,2273
3rdmlg.marines.mil,2273,3410,2273,1.500219974,16.50197976,2273
403wg.afrc.af.mil,2273,2273,2273,1,0,2273
433aw.afrc.af.mil,2273,3410,2273,1.500219974,8.501099868,2273
492sow.af.mil,2273,3410,2273,1.500219974,42.00483942,2273
501csw.usafe.af.mil,2273,5683,2273,2.500219974,236.0285966,2273
514amw.afrc.af.mil,2273,2273,2273,1,0,2273
552acw.acc.af.mil,2273,3410,2273,1.500219974,7.501099868,2273
557weatherwing.af.mil,2273,2273,2273,1,0,2273
60plus.smokefree.gov,2273,5683,2273,2.500219974,49.00571931,2273
8thmarines.marines.mil,2273,4547,1137,2.000439947,22.50285966,2273
aasis.omha.hhs.gov,2273,21596,2273,9.501099868,240.0290365,2273
above.nasa.gov,2273,4547,1137,2.000439947,560.0673119,2273
ac.cto.mil,2273,2273,2273,1,0,2273
aff.gov,2273,3410,2273,1.500219974,1,2273
aflcmc.af.mil,2273,3410,3410,1.500219974,97.5116586,3410
afotec.af.mil,2273,3410,2273,1.500219974,2.500219974,2273
agc.army.mil,2273,5683,2273,2.500219974,29.00351958,2273
airbornescience.nasa.gov,2273,2273,2273,1,0,2273
airs.jpl.nasa.gov,2273,3410,2273,1.500219974,44.00527937,2273
alaska.jobcorps.gov,2273,4547,2273,2.000439947,2.500219974,3410
albany.marines.mil,2273,2273,2273,1,0,2273
albuquerque.jobcorps.gov,2273,13640,2273,6.000879894,95.5116586,2273
alexandria.va.gov,2273,2273,2273,1,0,2273
alzheimers.gov,2273,2273,2273,1,14.50153982,2273
amdar.noaa.gov,2273,2273,2273,1,34.5041795,2273
ameddmuseum.amedd.army.mil,2273,2273,2273,1,3.000439947,2273
analytics.delaware.gov,2273,164812,1137,72.50857897,4976.598768,2273
aphill.armymwr.com,2273,4547,1137,2.000439947,136.016278,2273
apps.export.gov,2273,4547,3410,2.000439947,518.5622525,2273
arch.idmanagement.gov,2273,2273,2273,1,0,2273
archive.fisheries.noaa.gov,2273,2273,2273,1,6.500659921,2273
armedforcessports.defense.gov,2273,2273,2273,1,94.01143863,2273
armymedicine.health.mil,2273,2273,2273,1,0,2273
armywcap.com,2273,2273,2273,1,0,2273
attic.gsfc.nasa.gov,2273,5683,3410,2.500219974,887.1069072,1137
aura.gsfc.nasa.gov,2273,2273,2273,1,36.00439947,1137
aviation.marines.mil,2273,5683,2273,2.500219974,65.50769908,2273
bangkok.ilea.state.gov,2273,7956,1137,3.500219974,41.00483942,2273
barracks.marines.mil,2273,5683,1137,2.500219974,1303.156621,2273
basicresearch.defense.gov,2273,2273,2273,1,7.501099868,2273
bbg.gov,2273,2273,2273,1,0,2273
before-you-ship.18f.gov,2273,2273,2273,1,0,2273
bja.gov,2273,5683,2273,2.500219974,59.50725913,2273
blog.marinedebris.noaa.gov,2273,6820,3410,3.000439947,0,3410
brainhealth.nia.nih.gov,2273,3410,2273,1.500219974,20.50241971,2273
brooklyn.jobcorps.gov,2273,4547,2273,2.000439947,13.00175979,1137
brunssum.armymwr.com,2273,9093,2273,4.000439947,98.01187857,2273
buchanan.armymwr.com,2273,9093,2273,4.000439947,119.5142983,2273
calc.gsa.gov,2273,2273,2273,1,0,2273
cce.nasa.gov,2273,5683,2273,2.500219974,795.5956885,2273
cdf.gsfc.nasa.gov,2273,2273,2273,1,0,2273
ceds.ed.gov,2273,3410,3410,1.500219974,0,2273
certmapper.cr.usgs.gov,2273,5683,1137,2.500219974,185.0224373,1137
challenge.gov,2273,2273,2273,1,0,2273
chemdata.nist.gov,2273,5683,4547,2.500219974,0,4547
cio.gov,2273,3410,2273,1.500219974,3.500219974,2273
cisa.ndu.edu,2273,15913,3410,7.000879894,3.500219974,4547
cleancities.energy.gov,2273,4547,2273,2.000439947,488.558733,0
climatesciences.jpl.nasa.gov,2273,3410,2273,1.500219974,228.0272767,2273
clr2.marines.mil,2273,2273,2273,1,0,2273
cmo.defense.gov,2273,2273,2273,1,0,2273
cms.health.mil,2273,28416,1137,12.50153982,597.0717114,5683
cms7.fmcsa.dot.gov,2273,89794,2273,39.50461945,509.0611527,2273
coastwatch.noaa.gov,2273,4547,1137,2.000439947,30.00351958,2273
code200-external.gsfc.nasa.gov,2273,2273,2273,1,0,2273
columbiabasin.jobcorps.gov,2273,3410,1137,1.500219974,6.500659921,2273
columbiamo.va.gov,2273,2273,2273,1,0,2273
communityviewer.va.gov,2273,3410,2273,1.500219974,28.00351958,2273
computersforlearning.gov,2273,21596,2273,9.501099868,344.541575,2273
connectedcare.va.gov,2273,5683,2273,2.500219974,57.50681918,2273
constitutionday.cpms.osd.mil,2273,6820,2273,3.000439947,866.6040475,2273
cpfp.cancer.gov,2273,5683,3410,2.500219974,0,3410
createdequal.neh.gov,2273,2273,2273,1,0,2273
crimevictims.gov,2273,7956,2273,3.500219974,222.5266168,2273
csatraining.volpe.dot.gov,2273,14776,1137,6.500659921,1229.147822,3410
cto.mil,2273,4547,2273,2.000439947,103.5125385,2273
cv.usembassy.gov,2273,2273,2273,1,0,2273
d2d.gsa.gov,2273,0,2273,0,0,0
darrp.noaa.gov,2273,9093,2273,4.000439947,92.51121865,2273
dashboard.healthit.gov,2273,4547,2273,2.000439947,30.50373955,2273
data.noaa.gov,2273,2273,2273,1,0,2273
data.staging.hrsa.gov,2273,10230,1137,4.500659921,111.5134184,2273
datascience.nih.gov,2273,7956,2273,3.500219974,198.0237571,2273
davidlcarrasco.jobcorps.gov,2273,21596,1137,9.501099868,219.0263968,2273
daymet.ornl.gov,2273,2273,2273,1,0,2273
dbb.defense.gov,2273,9093,1137,4.000439947,384.0461945,2273
dceg2.cancer.gov,2273,2273,1137,1,74.00879894,2273
deepspace.jpl.nasa.gov,2273,3410,3410,1.500219974,0,2273
detrick.armymwr.com,2273,2273,2273,1,4.500659921,2273
dev.nihms.nih.gov,2273,6820,2273,3.000439947,37.00439947,0
devens.armymwr.com,2273,4547,1137,2.000439947,9.000879894,2273
dma.mil,2273,2273,2273,1,0,2273
dnfsb.gov,2273,4547,2273,2.000439947,13.50153982,2273
doctrine.af.mil,2273,2273,1137,1,8.501099868,1137
dodiac.dtic.mil,2273,2273,2273,1,11.00131984,2273
don.usajobs.gov,2273,4547,2273,2.000439947,630.5758909,1137
dote.osd.mil,2273,9093,2273,4.000439947,57.50681918,2273
drumcorps.marines.mil,2273,6820,2273,3.000439947,22.00263968,2273
edison.jobcorps.gov,2273,3410,1137,1.500219974,28.00351958,2273
edit.cms.gov,2273,2273,2273,1,8.501099868,2273
edit.medicare.gov,2273,2273,2273,1,147.0175979,1137
edrn.nci.nih.gov,2273,3410,3410,1.500219974,0,3410
effectiveinterventions.cdc.gov,2273,6820,2273,3.000439947,11.00131984,3410
epa-prgs.ornl.gov,2273,7956,1137,3.500219974,10.00131984,2273
epact.energy.gov,2273,2273,2273,1,0,2273
eppportal.ndc.nasa.gov,2273,5683,1137,2.500219974,1092.631324,2273
ereg.eoir.justice.gov,2273,14776,2273,6.500659921,475.0571931,1137
es.govloans.gov,2273,9093,2273,4.000439947,99.01187857,2273
essentials.neh.gov,2273,2273,2273,1,0,2273
ewebapp.rma.usda.gov,2273,4547,2273,2.000439947,15.00175979,2273
excelsiorsprings.jobcorps.gov,2273,2273,1137,1,14.00175979,2273
expeditionarycenter.af.mil,2273,2273,2273,1,80.00967884,1137
farallones.noaa.gov,2273,3410,2273,1.500219974,7.501099868,2273
fdicoig.gov,2273,2273,2273,1,0,2273
fdr.blogs.archives.gov,2273,2273,2273,1,0,2273
fermi.gsfc.nasa.gov,2273,4547,2273,2.000439947,96.01143863,2273
finchhenry.jobcorps.gov,2273,5683,1137,2.500219974,29.00351958,2273
findhivcare.hrsa.gov,2273,2273,2273,1,0,2273
fleta.gov,2273,2273,2273,1,0,2273
forfeiture.gov,2273,2273,2273,1,25.00307963,2273
fredgacosta.jobcorps.gov,2273,5683,1137,2.500219974,44.50549934,2273
fundedresearch.cancer.gov,2273,22733,3410,10.00131984,12.00131984,2273
gameon.nasa.gov,2273,2273,2273,1,0,2273
garmisch.armymwr.com,2273,6820,2273,3.000439947,106.0127585,2273
gceitf.marines.mil,2273,2273,2273,1,1,2273
geomac.gov,2273,5683,2273,2.500219974,674.5811703,2273
hcupnet.ahrq.gov,2273,2273,1137,1,0,2273
healthreach.nlm.nih.gov,2273,4547,2273,2.000439947,17.50197976,2273
heasarc.nasa.gov,2273,2273,2273,1,0,2273
herc.research.va.gov,2273,4547,2273,2.000439947,213.0255169,1137
hi.water.usgs.gov,2273,4547,1137,2.000439947,1,2273
hls.gsfc.nasa.gov,2273,4547,2273,2.000439947,14.00175979,2273
hnc.usace.army.mil,2273,2273,2273,1,0,2273
icesat4.gsfc.nasa.gov,2273,5683,2273,2.500219974,64.00791905,2273
id.nlm.nih.gov,2273,5683,2273,2.500219974,38.00439947,2273
imef.marines.mil,2273,6820,3410,3.000439947,145.5173779,2273
informal.jpl.nasa.gov,2273,2273,2273,1,14.00175979,1137
innovation.defense.gov,2273,3410,2273,1.500219974,92.51121865,2273
innovation.va.gov,2273,2273,2273,1,0,2273
integratedecosystemassessment.noaa.gov,2273,2273,1137,1,0,2273
ioos.noaa.gov,2273,7956,2273,3.500219974,114.0136384,2273
isccp.giss.nasa.gov,2273,2273,2273,1,0,2273
istp.gsfc.nasa.gov,2273,5683,2273,2.500219974,214.5257369,2273
iswa.gsfc.nasa.gov,2273,2273,2273,1,0,2273
jamrs.defense.gov,2273,2273,2273,1,0,2273
jecc.mil,2273,6820,2273,3.000439947,152.5182578,2273
jfk.blogs.archives.gov,2273,2273,2273,1,0,2273
jiatfs.southcom.mil,2273,4547,2273,2.000439947,185.5222173,2273
jtfb.southcom.mil,2273,3410,2273,1.500219974,167.5200176,2273
kauai.ccmc.gsfc.nasa.gov,2273,4547,2273,2.000439947,14.00175979,2273
kenner.nrmc.amedd.army.mil,2273,2273,2273,1,2.000439947,2273
keplerscience.arc.nasa.gov,2273,3410,2273,1.500219974,70.50857897,2273
kscpartnerships.ksc.nasa.gov,2273,6820,2273,3.000439947,23.50285966,2273
labs.data.gov,2273,11366,2273,5.000439947,660.5794105,1137
lambda.gsfc.nasa.gov,2273,4547,3410,2.000439947,365.0439947,3410
landlook.usgs.gov,2273,4547,1137,2.000439947,575.0690717,2273
locatorplus.gov,2273,2273,2273,1,4.500659921,2273
madis.ncep.noaa.gov,2273,21596,2273,9.501099868,175.5208975,2273
mag26.marines.mil,2273,7956,1137,3.500219974,40.00483942,2273
map.gsfc.nasa.gov,2273,2273,2273,1,0,2273
marforeur.marines.mil,2273,2273,2273,1,0,2273
mccdc.marines.mil,2273,2273,2273,1,0,2273
mcicom.marines.mil,2273,2273,2273,1,0,2273
mcjrotc.marines.mil,2273,7956,2273,3.500219974,56.00659921,2273
medcomsafety.amedd.army.mil,2273,5683,1137,2.500219974,57.50681918,2273
mh.usembassy.gov,2273,3410,3410,1.500219974,0,2273
mhv-syst.myhealth.va.gov,2273,20459,2273,9.000879894,47.00571931,2273
minerva.defense.gov,2273,2273,2273,1,0,2273
minneapolis.afrc.af.mil,2273,2273,2273,1,0,2273
modis-land.gsfc.nasa.gov,2273,7956,2273,3.500219974,1667.700836,0
montgomery.jobcorps.gov,2273,6820,1137,3.000439947,125.5151782,2273
msix.ed.gov,2273,2273,2273,1,0,2273
mvm.usace.army.mil,2273,2273,2273,1,0,2273
mvp.usace.army.mil,2273,2273,2273,1,0,2273
nacarbon.org,2273,2273,2273,1,0,2273
nad.usace.army.mil,2273,3410,2273,1.500219974,0,2273
nagb.gov,2273,1137,2273,0.500219974,0,1137
naldc.nal.usda.gov,2273,2273,2273,1,0,2273
nationalbankhelp.gov,2273,13640,2273,6.000879894,107.0127585,2273
nato.usmission.gov,2273,2273,2273,1,0,2273
ncrtm.ed.gov,2273,2273,1137,1,5.000439947,2273
ndia.dtic.mil,2273,1137,1137,0.500219974,0,1137
nosc.noaa.gov,2273,4547,1137,2.000439947,557.5670919,2273
nvite.jsc.nasa.gov,2273,9093,2273,4.000439947,91.51121865,2273
oarwebadminstg.epa.gov,2273,2273,2273,1,0,2273
oedca.va.gov,2273,2273,2273,1,77.00923889,2273
ogc.commerce.gov,2273,29553,3410,13.00175979,649.0778707,3410
oig.dia.mil,2273,85248,2273,37.50461945,2629.816542,2273
oighotlineportal.ed.gov,2273,3410,2273,1.500219974,1.500219974,2273
okinawa.marines.mil,2273,2273,2273,1,0,2273
opensourcerover.jpl.nasa.gov,2273,6820,2273,3.000439947,110.5134184,2273
opeweb.ed.gov,2273,4547,1137,2.000439947,90.51077871,1137
orbit.nesdis.noaa.gov,2273,3410,2273,1.500219974,34.00395952,1137
ots.gov,2273,3410,2273,1.500219974,82.00967884,2273
ovcncvrw.ncjrs.gov,2273,17050,1137,7.501099868,126.0149582,2273
overflow.larc.nasa.gov,2273,2273,2273,1,0,2273
p3.amedd.army.mil,2273,3410,3410,1.500219974,820.0985482,1137
pds-gamma.jpl.nasa.gov,2273,2273,2273,1,0,2273
pds.nasa.gov,2273,3410,2273,1.500219974,108.5129784,2273
permits.performance.gov,2273,21596,2273,9.501099868,188.5226573,2273
phenology.cr.usgs.gov,2273,4547,1137,2.000439947,0,2273
pint.eauth.va.gov,2273,5683,2273,2.500219974,110.0131984,1137
portugues.cdc.gov,2273,2273,1137,1,0,2273
procurement.usaid.gov,2273,5683,2273,2.500219974,19.00219974,2273
programregistration.usps.com,2273,3410,2273,1.500219974,62.0074791,0
public-sans.digital.gov,2273,2273,2273,1,162.0193577,2273
qualityandsafety.va.gov,2273,3410,3410,1.500219974,21.50241971,3410
radiojove.gsfc.nasa.gov,2273,12503,2273,5.500659921,447.0536736,2273
rapidrefresh.noaa.gov,2273,3410,2273,1.500219974,640.5772107,2273
rcrainfo.epa.gov,2273,2273,1137,1,0,2273
reno.va.gov,2273,5683,2273,2.500219974,21.00263968,2273
research.jpl.nasa.gov,2273,2273,2273,1,0,2273
robotics.nasa.gov,2273,5683,2273,2.500219974,6.500659921,2273
rockisland.armymwr.com,2273,2273,2273,1,0,2273
rossweb.nwcg.gov,2273,4547,1137,2.000439947,96.01143863,2273
roswell.jobcorps.gov,2273,6820,1137,3.000439947,157.5191377,3410
rsa.ed.gov,2273,3410,2273,1.500219974,78.00923889,2273
ruralhealth.va.gov,2273,9093,3410,4.000439947,2120.255169,1137
rxnav.nlm.nih.gov,2273,27279,2273,12.00131984,306.0369556,3410
safie.hq.af.mil,2273,2273,2273,1,0,2273
saga.pmel.noaa.gov,2273,2273,2273,1,0,2273
sbir2.st.dhs.gov,2273,21596,2273,9.501099868,256.0307963,2273
sciences.gsfc.nasa.gov,2273,4547,3410,2.000439947,0,3410
seaport.navy.mil,2273,3410,2273,1.500219974,79.50945886,2273
sftool.gov,2273,3410,2273,1.500219974,14.00175979,2273
shoreline.noaa.gov,2273,4547,2273,2.000439947,51.00615926,2273
shreveport.va.gov,2273,2273,2273,1,0,2273
slgs.gov,2273,26143,2273,11.50153982,88.01055873,2273
smartcheck.gov,2273,3410,2273,1.500219974,279.033436,2273
sortablestats.cdc.gov,2273,3410,1137,1.500219974,21.50241971,2273
spaceflight.nasa.gov,2273,12503,4547,5.500659921,5.000439947,3410
spc.ncep.noaa.gov,2273,3410,2273,1.500219974,4.500659921,2273
specialcollections.nal.usda.gov,2273,2273,2273,1,0,2273
specsintact.ksc.nasa.gov,2273,2273,2273,1,0,2273
spokane.va.gov,2273,3410,2273,1.500219974,28.00351958,2273
sr.usembassy.gov,2273,7956,2273,3.500219974,378.0453146,1137
srf.navy.mil,2273,2273,1137,1,0,2273
ss.usembassy.gov,2273,4547,2273,2.000439947,129.5156181,2273
ssaiatlanta.usajobs.gov,2273,2273,1137,1,49.50593929,0
sst-soa.arc.nasa.gov,2273,3410,3410,1.500219974,0,2273
staffprofiles.cancer.gov,2273,2273,2273,1,488.058513,2273
staging.benefits.gov,2273,2273,2273,1,0,2273
staging.disasterassistance.gov,2273,3410,2273,1.500219974,1,2273
swot.jpl.nasa.gov,2273,2273,2273,1,0,2273
sy.usembassy.gov,2273,2273,2273,1,37.00439947,2273
tam.usace.army.mil,2273,6820,2273,3.000439947,1533.184338,2273
techfarhub.cio.gov,2273,2273,2273,1,0,2273
tes.jpl.nasa.gov,2273,2273,2273,1,0,2273
test.myeverify-internal.uscis.dhs.gov,2273,5683,2273,2.500219974,13.00175979,2273
tips.oig.hhs.gov,2273,5683,2273,2.500219974,506.0607127,3410
topeka.va.gov,2273,2273,2273,1,0,2273
torii.armymwr.com,2273,2273,1137,1,229.5274967,1137
trace.ncbi.nlm.nih.gov,2273,3410,3410,1.500219974,0,3410
trc.nist.gov,2273,35236,2273,15.50197976,277.533216,2273
tsa.ed.gov,2273,2273,2273,1,0,2273
tyndall.af.mil,2273,3410,2273,1.500219974,44.50549934,2273
usafmcom.army.mil,2273,4547,2273,2.000439947,119.0145183,2273
usanato.army.mil,2273,2273,2273,1,0,2273
usarcent.army.mil,2273,6820,2273,3.000439947,39.50461945,2273
usfj.mil,2273,2273,2273,1,0,2273
vdatum.noaa.gov,2273,9093,1137,4.000439947,116.5138583,2273
vec.gsa.gov,2273,2273,1137,1,0,2273
veterantraining.va.gov,2273,2273,2273,1,0,2273
videos.fisheries.noaa.gov,2273,17050,4547,7.501099868,12.00131984,4547
visn4.va.gov,2273,2273,2273,1,0,2273
visn6.va.gov,2273,4547,3410,2.000439947,0,3410
vt.public.ng.mil,2273,5683,2273,2.500219974,247.0299164,2273
washingtondc.va.gov,2273,4547,4547,2.000439947,11.50153982,4547
web.acpt.research.gov,2273,2273,2273,1,1,2273
wfmrda.nwcg.gov,2273,35236,1137,15.50197976,4120.995601,2273
whitesands.armymwr.com,2273,3410,2273,1.500219974,3.500219974,2273
wmap.gsfc.nasa.gov,2273,3410,3410,1.500219974,0,3410
woundedwarrior.af.mil,2273,2273,2273,1,0,2273
ww3.safaq.hq.af.mil,2273,5683,2273,2.500219974,151.5182578,2273
www-aig.jpl.nasa.gov,2273,2273,2273,1,0,2273
www-air.larc.nasa.gov,2273,3410,2273,1.500219974,2.000439947,2273
www2.oge.gov,2273,5683,3410,2.500219974,0,3410
wwwbrr.cr.usgs.gov,2273,4547,1137,2.000439947,63.0074791,2273
zh-intpx-www.usps.com,2273,14776,2273,6.500659921,153.5182578,2273
101arw.ang.af.mil,1137,1137,1137,1,0,1137
106rqw.ang.af.mil,1137,2273,1137,1.999120493,271.9129288,1137
107attackwing.ang.af.mil,1137,1137,1137,1,0,1137
10thaamdc.army.mil,1137,1137,1137,1,0,1137
110atkw.ang.af.mil,1137,1137,1137,1,0,1137
113wg.ang.af.mil,1137,5683,1137,4.998240985,572.8170624,1137
116acw.ang.af.mil,1137,1137,1137,1,0,1137
117arw.ang.af.mil,1137,1137,1137,1,0,1137
118wg.ang.af.mil,1137,2273,1137,1.999120493,5.998240985,1137
11thmeu.marines.mil,1137,1137,1137,1,0,1137
121arw.ang.af.mil,1137,1137,1137,1,0,1137
124thfighterwing.ang.af.mil,1137,1137,1137,1,0,1137
125fw.ang.af.mil,1137,11366,2273,9.99648197,62.97977133,1137
128arw.ang.af.mil,1137,1137,1137,1,0,1137
12af.acc.af.mil,1137,1137,1137,1,0,1137
133aw.ang.af.mil,1137,1137,1137,1,0,1137
13thmeu.marines.mil,1137,2273,2273,1.999120493,0,2273
140wg.ang.af.mil,1137,1137,1137,1,0,1137
143aw.ang.af.mil,1137,2273,1137,1.999120493,1206.614776,1137
147atkw.ang.af.mil,1137,1137,1137,1,0,1137
149fw.ang.af.mil,1137,11366,2273,9.99648197,516.8346526,1137
159fw.ang.af.mil,1137,11366,1137,9.99648197,190.939314,1137
166aw.ang.af.mil,1137,2273,1137,1.999120493,27.99120493,1137
167aw.ang.af.mil,1137,1137,1137,1,0,1137
171arw.ang.af.mil,1137,5683,1137,4.998240985,0,2273
179aw.ang.af.mil,1137,1137,1137,1,0,1137
180fw.ang.af.mil,1137,7956,1137,6.997361478,168.94635,1137
183wg.ang.af.mil,1137,1137,1137,1,4.998240985,1137
186arw.ang.af.mil,1137,1137,1137,1,0,1137
188wg.ang.af.mil,1137,1137,1137,1,0,1137
1af.acc.af.mil,1137,1137,1137,1,0,1137
22ndmeu.marines.mil,1137,5683,1137,4.998240985,698.7766051,1137
2af.aetc.af.mil,1137,1137,1137,1,0,1137
2sigbde.army.mil,1137,3410,1137,2.999120493,132.9577836,1137
301fw.afrc.af.mil,1137,1137,1137,1,0,1137
340ftg.afrc.af.mil,1137,1137,1137,1,0,1137
459arw.afrc.af.mil,1137,1137,1137,1,0,1137
477fg.afrc.af.mil,1137,1137,1137,1,0,1137
618tacc.amc.af.mil,1137,2273,1137,1.999120493,45.98504837,1137
624rsg.afrc.af.mil,1137,1137,1137,1,0,1137
7af.pacaf.af.mil,1137,2273,1137,1.999120493,73.9762533,1137
8af.af.mil,1137,3410,1137,2.999120493,6.997361478,1137
908aw.afrc.af.mil,1137,1137,1137,1,0,1137
944fw.afrc.af.mil,1137,1137,1137,1,214.9313984,1137
9af.acc.af.mil,1137,1137,1137,1,0,1137
accessibility.digital.gov,1137,20459,1137,17.99384345,474.8478452,1137
accesstopwt.va.gov,1137,4547,1137,3.999120493,10.99648197,1137
acd.od.nih.gov,1137,1137,1137,1,0,1137
acquisition.jpl.nasa.gov,1137,2273,1137,1.999120493,0,1137
addiction.surgeongeneral.gov,1137,1137,1137,1,0,1137
afaa.af.mil,1137,1137,1137,1,0,1137
afd.defense.gov,1137,2273,1137,1.999120493,45.98504837,1137
agclass.nal.usda.gov,1137,4547,1137,3.999120493,93.97009675,1137
ai.jpl.nasa.gov,1137,1137,1137,1,0,1137
ai.mil,1137,4547,1137,3.999120493,2.999120493,1137
aids.nlm.nih.gov,1137,1137,1137,1,0,1137
airforcebes.af.mil,1137,5683,1137,4.998240985,66.97889182,1137
airforcehollywood.af.mil,1137,1137,1137,1,0,1137
aitraining.volpe.dot.gov,1137,1137,1137,1,441.8583993,0
alaska.usgs.gov,1137,2273,1137,1.999120493,3.999120493,1137
alpenacrtc.ang.af.mil,1137,1137,1137,1,0,1137
alsa.mil,1137,1137,1137,1,0,1137
americanspaces.state.gov,1137,3410,1137,2.999120493,18.99384345,1137
ammos.nasa.gov,1137,1137,1137,1,75.97537379,1137
ampd.epa.gov,1137,5683,1137,4.998240985,1183.621812,1137
amputation.research.va.gov,1137,1137,1137,1,0,1137
anniston.armymwr.com,1137,1137,1137,1,0,1137
ansbach.armymwr.com,1137,2273,2273,1.999120493,0,2273
aoc.usajobs.gov,1137,3410,1137,2.999120493,75.97537379,1137
api.data.gov,1137,1137,1137,1,0,1137
api.open.fec.gov,1137,1137,1137,1,0,1137
apply.usastaffing.gov,1137,1137,1137,1,0,1137
apps-pifsc.fisheries.noaa.gov,1137,10230,1137,8.997361478,175.9437115,1137
apps.fas.usda.gov,1137,3410,1137,2.999120493,13.99560246,1137
apps.fs.usda.gov,1137,1137,1137,1,11.99648197,1137
apps.niehs.nih.gov,1137,2273,1137,1.999120493,4.998240985,1137
apps.nlm.nih.gov,1137,1137,1137,1,0,1137
aptcenter.research.va.gov,1137,2273,2273,1.999120493,0,2273
aqua.nasa.gov,1137,1137,1137,1,10.99648197,1137
arctic.gov,1137,1137,1137,1,0,1137
armyhealthfacilities.amedd.army.mil,1137,11366,1137,9.99648197,2539.188215,1137
arri.osmre.gov,1137,1137,1137,1,0,1137
artcontest.larc.nasa.gov,1137,1137,1137,1,243.9217238,0
ask.gsa.gov,1137,1137,1137,1,0,1137
astronauts.nasa.gov,1137,2273,2273,1.999120493,0,1137
auth-int.cdc.gov,1137,1137,1137,1,0,1137
aviationsystems.arc.nasa.gov,1137,4547,1137,3.999120493,13.99560246,1137
aviationsystemsdivision.arc.nasa.gov,1137,1137,1137,1,0,1137
aviationweather.cp.ncep.noaa.gov,1137,7956,1137,6.997361478,140.9551451,1137
avmc.army.mil,1137,4547,1137,3.999120493,147.9525066,1137
aws-test1.cuidadodesalud.gov,1137,1137,1137,1,0,1137
bankhelp.gov,1137,1137,1137,1,0,1137
banks.data.fdic.gov,1137,2273,2273,1.999120493,0,2273
basemap.nationalmap.gov,1137,1137,1137,1,0,1137
beamartian.jpl.nasa.gov,1137,1137,1137,1,2.999120493,1137
benjaminlhooks.jobcorps.gov,1137,9093,1137,7.997361478,354.8865435,1137
bep.treas.gov,1137,2273,1137,1.999120493,55.98240985,1137
beringclimate.noaa.gov,1137,1137,1137,1,0,1137
beyondeinstein.gsfc.nasa.gov,1137,1137,1137,1,170.9454705,1137
bhvwawwebw02.nrc.gov,1137,1137,1137,1,0,1137
biomassboard.gov,1137,1137,1137,1,0,1137
blog.response.restoration.noaa.gov,1137,3410,1137,2.999120493,5.998240985,0
blog.usa.gov,1137,1137,1137,1,0,1137
blogs.bls.gov,1137,1137,1137,1,0,1137
blogs.nrcs.usda.gov,1137,1137,1137,1,0,1137
blscompdata.bls.gov,1137,11366,1137,9.99648197,320.8970976,1137
bm.usconsulate.gov,1137,1137,1137,1,0,1137
broadcast.census.gov,1137,1137,1137,1,0,1137
bronx.va.gov,1137,2273,1137,1.999120493,166.94635,1137
btep.ccr.cancer.gov,1137,3410,1137,2.999120493,64.97889182,1137
bulletin-notice.cbp.dhs.gov,1137,1137,1137,1,0,1137
buoybay.noaa.gov,1137,1137,1137,1,0,1137
bup-webboard.samhsa.gov,1137,1137,1137,1,0,1137
c3.nasa.gov,1137,2273,1137,1.999120493,82.97361478,1137
c3rs.arc.nasa.gov,1137,3410,1137,2.999120493,33.98944591,1137
